alpha,beta,t_alpha,t_beta,p_beta,rsq,adj_rsq,n,portfolio,factor
0.002759641960946963,0.3930734565869749,1.3079136924918182,3.9564745854732206,0.00013029920112056457,0.11712127821786011,0.10963925515190975,120,EWP,TIPs
0.0007525796492505091,0.550494506322238,0.4563652495422207,10.207885955299556,6.434870176651712e-18,0.4689491309260415,0.4644486998321944,120,EWP,High Yield
0.001682272612331468,0.43155890720713797,1.3271119440077115,15.77729508604029,7.563956160389627e-31,0.6784066764371266,0.6756813092882887,120,EWP,MSCI World
0.001389577903742107,0.3199147506293768,1.0829861155756606,15.539733735435888,2.545164239236779e-30,0.671751116295246,0.6689693460943582,120,EWP,MSCI Canada
0.0019166188035542912,0.3700121425229777,1.4343781995782467,14.54555320219025,4.377357215641698e-28,0.6419610897539034,0.6389268617009705,120,EWP,MSCI EAFE
0.0011700041526890301,0.2853769883013263,0.8910946929072118,15.049485836286683,3.177730482102331e-29,0.6574616986974836,0.6545588317372928,120,EWP,MSCI EM Equity
0.0019209312398331228,0.33560577903960387,1.4194070237856855,14.259054169590078,1.968077776691863e-27,0.6327655602497936,0.629653403980724,120,EWP,MSCI Europe
0.0030814885264233375,0.2861923510444805,1.6696155067158602,7.31792220909396,3.326094599574721e-11,0.3121618517866235,0.3063327149373576,120,EWP,MSCI Japan
0.0013536174575630236,0.28569642288576463,0.9480440596150967,13.157510040957387,6.859455738209521e-25,0.594668963200323,0.5912339544138852,120,EWP,MSCI Asia ex-J
0.0013545220010728316,0.44845009316301626,1.0184416792106457,14.729427451731574,1.6757065378362692e-28,0.6477149585171553,0.6447294920639108,120,EWP,US Growth
0.0016869797946890517,0.4003914349305915,1.1231222526359579,12.005892340648174,3.4631380100403274e-22,0.5498613454796243,0.5460466111192821,120,EWP,US Value
0.0016736250734135896,0.3087611622749369,1.088159166372503,11.499383279827656,5.480576332583119e-21,0.5284448006971671,0.5244485701946008,120,EWP,US Small Cap
0.0009381250972033704,0.3774125980581357,0.6895570721294381,14.292658004187796,1.6492289462824234e-27,0.6338588390967808,0.6307559479026856,120,EWP,US Mid Cap
0.002474827460456003,0.1692524388716656,1.192345193280956,4.5479866412884755,1.321491245184249e-05,0.14914593804472664,0.1419353104010379,120,EWP,Gold
0.0015308976152631848,0.4469434781157932,1.0960310081880726,13.61152086882803,6.062040600918062e-26,0.6109122628289656,0.6076149091241263,120,EWP,S&P500
